,Fecha, Dólar Blue 
1909,2009-07-13 00:00:00,"3,83"
1908,2009-07-14 00:00:00,"3,84"
1907,2009-07-15 00:00:00,"3,86"
1906,2009-07-16 00:00:00,"3,88"
1905,2009-07-17 00:00:00,"3,88"
1904,2009-07-20 00:00:00,"3,86"
1903,2009-07-21 00:00:00,"3,87"
1902,2009-07-22 00:00:00,"3,88"
1901,2009-07-23 00:00:00,"3,88"
1900,2009-07-24 00:00:00,"3,88"
1899,2009-07-27 00:00:00,"3,87"
1898,2009-07-28 00:00:00,"3,86"
1897,2009-07-29 00:00:00,"3,86"
1896,2009-07-30 00:00:00,"3,87"
1895,2009-07-31 00:00:00,"3,87"
1894,2009-08-03 00:00:00,"3,86"
1893,2009-08-04 00:00:00,"3,86"
1892,2009-08-05 00:00:00,"3,85"
1891,2009-08-06 00:00:00,"3,84"
1890,2009-08-07 00:00:00,"3,84"
1889,2009-08-10 00:00:00,"3,84"
1888,2009-08-11 00:00:00,"3,84"
1887,2009-08-12 00:00:00,"3,85"
1886,2009-08-13 00:00:00,"3,86"
1885,2009-08-14 00:00:00,"3,86"
1884,2009-08-17 00:00:00,"3,86"
1883,2009-08-18 00:00:00,"3,86"
1882,2009-08-19 00:00:00,"3,88"
1881,2009-08-20 00:00:00,"3,88"
1880,2009-08-21 00:00:00,"3,88"
1879,2009-08-24 00:00:00,"3,87"
1878,2009-08-25 00:00:00,"3,86"
1877,2009-08-26 00:00:00,"3,86"
1876,2009-08-27 00:00:00,"3,86"
1875,2009-08-28 00:00:00,"3,85"
1874,2009-08-31 00:00:00,"3,84"
1873,2009-09-01 00:00:00,"3,85"
1872,2009-09-02 00:00:00,"3,86"
1871,2009-09-03 00:00:00,"3,87"
1870,2009-09-04 00:00:00,"3,84"
1869,2009-09-07 00:00:00,"3,84"
1868,2009-09-08 00:00:00,"3,84"
1867,2009-09-09 00:00:00,"3,84"
1866,2009-09-10 00:00:00,"3,86"
1865,2009-09-11 00:00:00,"3,86"
1864,2009-09-14 00:00:00,"3,85"
1863,2009-09-15 00:00:00,"3,84"
1862,2009-09-16 00:00:00,"3,84"
1861,2009-09-17 00:00:00,"3,85"
1860,2009-09-18 00:00:00,"3,85"
1859,2009-09-21 00:00:00,"3,85"
1858,2009-09-22 00:00:00,"3,85"
1857,2009-09-23 00:00:00,"3,87"
1856,2009-09-24 00:00:00,"3,87"
1855,2009-09-25 00:00:00,"3,87"
1854,2009-09-28 00:00:00,"3,85"
1853,2009-09-29 00:00:00,"3,85"
1852,2009-09-30 00:00:00,"3,84"
1851,2009-10-01 00:00:00,"3,84"
1850,2009-10-02 00:00:00,"3,84"
1849,2009-10-05 00:00:00,"3,83"
1848,2009-10-06 00:00:00,"3,82"
1847,2009-10-07 00:00:00,"3,83"
1846,2009-10-08 00:00:00,"3,83"
1845,2009-10-09 00:00:00,"3,83"
1844,2009-10-12 00:00:00,"3,83"
1843,2009-10-13 00:00:00,"3,83"
1842,2009-10-14 00:00:00,"3,82"
1841,2009-10-15 00:00:00,"3,82"
1840,2009-10-16 00:00:00,"3,83"
1839,2009-10-19 00:00:00,"3,82"
1838,2009-10-20 00:00:00,"3,82"
1837,2009-10-21 00:00:00,"3,84"
1836,2009-10-22 00:00:00,"3,84"
1835,2009-10-23 00:00:00,"3,83"
1834,2009-10-26 00:00:00,"3,83"
1833,2009-10-27 00:00:00,"3,83"
1832,2009-10-28 00:00:00,"3,83"
1831,2009-10-29 00:00:00,"3,83"
1830,2009-10-30 00:00:00,"3,82"
1829,2009-11-02 00:00:00,"3,81"
1828,2009-11-03 00:00:00,"3,80"
1827,2009-11-04 00:00:00,"3,80"
1826,2009-11-05 00:00:00,"3,79"
1825,2009-11-06 00:00:00,"3,79"
1824,2009-11-09 00:00:00,"3,79"
1823,2009-11-10 00:00:00,"3,79"
1822,2009-11-11 00:00:00,"3,80"
1821,2009-11-12 00:00:00,"3,81"
1820,2009-11-13 00:00:00,"3,81"
1819,2009-11-16 00:00:00,"3,82"
1818,2009-11-17 00:00:00,"3,83"
1817,2009-11-18 00:00:00,"3,84"
1816,2009-11-19 00:00:00,"3,84"
1815,2009-11-20 00:00:00,"3,82"
1814,2009-11-23 00:00:00,"3,82"
1813,2009-11-24 00:00:00,"3,82"
1812,2009-11-25 00:00:00,"3,82"
1811,2009-11-26 00:00:00,"3,82"
1810,2009-11-27 00:00:00,"3,81"
1809,2009-11-30 00:00:00,"3,80"
1808,2009-12-01 00:00:00,"3,80"
1807,2009-12-02 00:00:00,"3,81"
1806,2009-12-03 00:00:00,"3,81"
1805,2009-12-04 00:00:00,"3,80"
1804,2009-12-07 00:00:00,"3,80"
1803,2009-12-08 00:00:00,"3,80"
1802,2009-12-09 00:00:00,"3,80"
1801,2009-12-10 00:00:00,"3,80"
1800,2009-12-11 00:00:00,"3,80"
1799,2009-12-14 00:00:00,"3,81"
1798,2009-12-15 00:00:00,"3,83"
1797,2009-12-16 00:00:00,"3,85"
1796,2009-12-17 00:00:00,"3,84"
1795,2009-12-18 00:00:00,"3,83"
1794,2009-12-21 00:00:00,"3,83"
1793,2009-12-22 00:00:00,"3,84"
1792,2009-12-23 00:00:00,"3,83"
1791,2009-12-24 00:00:00,"3,83"
1790,2009-12-25 00:00:00,"3,83"
1789,2009-12-28 00:00:00,"3,84"
1788,2009-12-29 00:00:00,"3,86"
1787,2009-12-30 00:00:00,"3,86"
1786,2009-12-31 00:00:00,"3,86"
1785,2010-01-01 00:00:00,"3,86"
1784,2010-01-04 00:00:00,"3,86"
1783,2010-01-05 00:00:00,"3,86"
1782,2010-01-06 00:00:00,"3,87"
1781,2010-01-07 00:00:00,"3,87"
1780,2010-01-08 00:00:00,"3,87"
1779,2010-01-11 00:00:00,"3,87"
1778,2010-01-12 00:00:00,"3,87"
1777,2010-01-13 00:00:00,"3,88"
1776,2010-01-14 00:00:00,"3,89"
1775,2010-01-15 00:00:00,"3,88"
1774,2010-01-18 00:00:00,"3,87"
1773,2010-01-19 00:00:00,"3,88"
1772,2010-01-20 00:00:00,"3,88"
1771,2010-01-21 00:00:00,"3,88"
1770,2010-01-22 00:00:00,"3,88"
1769,2010-01-25 00:00:00,"3,87"
1768,2010-01-26 00:00:00,"3,88"
1767,2010-01-27 00:00:00,"3,90"
1766,2010-01-28 00:00:00,"3,89"
1765,2010-01-29 00:00:00,"3,88"
1764,2010-02-01 00:00:00,"3,88"
1763,2010-02-02 00:00:00,"3,90"
1762,2010-02-03 00:00:00,"3,91"
1761,2010-02-04 00:00:00,"3,92"
1760,2010-02-05 00:00:00,"3,91"
1759,2010-02-08 00:00:00,"3,90"
1758,2010-02-09 00:00:00,"3,91"
1757,2010-02-10 00:00:00,"3,92"
1756,2010-02-11 00:00:00,"3,93"
1755,2010-02-12 00:00:00,"3,93"
1754,2010-02-15 00:00:00,"3,93"
1753,2010-02-16 00:00:00,"3,94"
1752,2010-02-17 00:00:00,"3,94"
1751,2010-02-18 00:00:00,"3,95"
1750,2010-02-19 00:00:00,"3,94"
1749,2010-02-22 00:00:00,"3,92"
1748,2010-02-23 00:00:00,"3,92"
1747,2010-02-24 00:00:00,"3,93"
1746,2010-02-25 00:00:00,"3,93"
1745,2010-02-26 00:00:00,"3,92"
1744,2010-03-01 00:00:00,"3,90"
1743,2010-03-02 00:00:00,"3,90"
1742,2010-03-03 00:00:00,"3,91"
1741,2010-03-04 00:00:00,"3,91"
1740,2010-03-05 00:00:00,"3,91"
1739,2010-03-08 00:00:00,"3,90"
1738,2010-03-09 00:00:00,"3,90"
1737,2010-03-10 00:00:00,"3,91"
1736,2010-03-11 00:00:00,"3,91"
1735,2010-03-12 00:00:00,"3,91"
1734,2010-03-15 00:00:00,"3,91"
1733,2010-03-16 00:00:00,"3,91"
1732,2010-03-17 00:00:00,"3,91"
1731,2010-03-18 00:00:00,"3,90"
1730,2010-03-19 00:00:00,"3,90"
1729,2010-03-22 00:00:00,"3,90"
1728,2010-03-23 00:00:00,"3,90"
1727,2010-03-24 00:00:00,"3,90"
1726,2010-03-25 00:00:00,"3,90"
1725,2010-03-26 00:00:00,"3,89"
1724,2010-03-29 00:00:00,"3,90"
1723,2010-03-30 00:00:00,"3,89"
1722,2010-03-31 00:00:00,"3,88"
1721,2010-04-01 00:00:00,"3,88"
1720,2010-04-02 00:00:00,"3,88"
1719,2010-04-05 00:00:00,"3,87"
1718,2010-04-06 00:00:00,"3,87"
1717,2010-04-07 00:00:00,"3,89"
1716,2010-04-08 00:00:00,"3,89"
1715,2010-04-09 00:00:00,"3,88"
1714,2010-04-12 00:00:00,"3,88"
1713,2010-04-13 00:00:00,"3,89"
1712,2010-04-14 00:00:00,"3,92"
1711,2010-04-15 00:00:00,"3,92"
1710,2010-04-16 00:00:00,"3,92"
1709,2010-04-19 00:00:00,"3,92"
1708,2010-04-20 00:00:00,"3,91"
1707,2010-04-21 00:00:00,"3,91"
1706,2010-04-22 00:00:00,"3,91"
1705,2010-04-23 00:00:00,"3,92"
1704,2010-04-26 00:00:00,"3,91"
1703,2010-04-27 00:00:00,"3,91"
1702,2010-04-28 00:00:00,"3,91"
1701,2010-04-29 00:00:00,"3,92"
1700,2010-04-30 00:00:00,"3,92"
1699,2010-05-03 00:00:00,"3,91"
1698,2010-05-04 00:00:00,"3,91"
1697,2010-05-05 00:00:00,"3,91"
1696,2010-05-06 00:00:00,"3,92"
1695,2010-05-07 00:00:00,"3,92"
1694,2010-05-10 00:00:00,"3,92"
1693,2010-05-11 00:00:00,"3,93"
1692,2010-05-12 00:00:00,"3,93"
1691,2010-05-13 00:00:00,"3,94"
1690,2010-05-14 00:00:00,"3,94"
1689,2010-05-17 00:00:00,"3,94"
1688,2010-05-18 00:00:00,"3,94"
1687,2010-05-19 00:00:00,"3,95"
1686,2010-05-20 00:00:00,"3,96"
1685,2010-05-21 00:00:00,"3,96"
1684,2010-05-24 00:00:00,"3,96"
1683,2010-05-25 00:00:00,"3,96"
1682,2010-05-26 00:00:00,"3,95"
1681,2010-05-27 00:00:00,"3,96"
1680,2010-05-28 00:00:00,"3,96"
1679,2010-05-31 00:00:00,"3,96"
1678,2010-06-01 00:00:00,"3,98"
1677,2010-06-02 00:00:00,"3,99"
1676,2010-06-03 00:00:00,"4,00"
1675,2010-06-04 00:00:00,"4,00"
1674,2010-06-07 00:00:00,"3,99"
1673,2010-06-08 00:00:00,"4,00"
1672,2010-06-09 00:00:00,"4,01"
1671,2010-06-10 00:00:00,"4,04"
1670,2010-06-11 00:00:00,"4,01"
1669,2010-06-14 00:00:00,"4,00"
1668,2010-06-15 00:00:00,"4,02"
1667,2010-06-16 00:00:00,"4,02"
1666,2010-06-17 00:00:00,"4,03"
1665,2010-06-18 00:00:00,"4,03"
1664,2010-06-21 00:00:00,"4,03"
1663,2010-06-22 00:00:00,"4,02"
1662,2010-06-23 00:00:00,"4,02"
1661,2010-06-24 00:00:00,"4,02"
1660,2010-06-25 00:00:00,"4,02"
1659,2010-06-28 00:00:00,"4,00"
1658,2010-06-29 00:00:00,"4,00"
1657,2010-06-30 00:00:00,"4,01"
1656,2010-07-01 00:00:00,"4,01"
1655,2010-07-02 00:00:00,"4,00"
1654,2010-07-05 00:00:00,"3,99"
1653,2010-07-06 00:00:00,"3,98"
1652,2010-07-07 00:00:00,"3,98"
1651,2010-07-08 00:00:00,"3,98"
1650,2010-07-09 00:00:00,"3,98"
1649,2010-07-12 00:00:00,"3,98"
1648,2010-07-13 00:00:00,"4,00"
1647,2010-07-14 00:00:00,"4,00"
1646,2010-07-15 00:00:00,"4,00"
1645,2010-07-16 00:00:00,"4,01"
1644,2010-07-19 00:00:00,"4,01"
1643,2010-07-20 00:00:00,"4,01"
1642,2010-07-21 00:00:00,"4,01"
1641,2010-07-22 00:00:00,"4,02"
1640,2010-07-23 00:00:00,"4,02"
1639,2010-07-26 00:00:00,"4,02"
1638,2010-07-27 00:00:00,"4,02"
1637,2010-07-28 00:00:00,"4,03"
1636,2010-07-29 00:00:00,"4,03"
1635,2010-07-30 00:00:00,"4,03"
1634,2010-08-02 00:00:00,"4,02"
1633,2010-08-03 00:00:00,"4,01"
1632,2010-08-04 00:00:00,"4,00"
1631,2010-08-05 00:00:00,"4,01"
1630,2010-08-06 00:00:00,"3,99"
1629,2010-08-09 00:00:00,"3,99"
1628,2010-08-10 00:00:00,"3,99"
1627,2010-08-11 00:00:00,"4,00"
1626,2010-08-12 00:00:00,"4,01"
1625,2010-08-13 00:00:00,"4,01"
1624,2010-08-16 00:00:00,"4,01"
1623,2010-08-17 00:00:00,"4,01"
1622,2010-08-18 00:00:00,"4,00"
1621,2010-08-19 00:00:00,"4,00"
1620,2010-08-20 00:00:00,"4,00"
1619,2010-08-23 00:00:00,"4,00"
1618,2010-08-24 00:00:00,"4,02"
1617,2010-08-25 00:00:00,"4,02"
1616,2010-08-26 00:00:00,"4,02"
1615,2010-08-27 00:00:00,"4,02"
1614,2010-08-30 00:00:00,"4,01"
1613,2010-08-31 00:00:00,"4,01"
1612,2010-09-01 00:00:00,"4,00"
1611,2010-09-02 00:00:00,"4,00"
1610,2010-09-03 00:00:00,"4,00"
1609,2010-09-06 00:00:00,"3,99"
1608,2010-09-07 00:00:00,"3,98"
1607,2010-09-08 00:00:00,"3,99"
1606,2010-09-09 00:00:00,"4,00"
1605,2010-09-10 00:00:00,"4,00"
1604,2010-09-13 00:00:00,"3,99"
1603,2010-09-14 00:00:00,"4,00"
1602,2010-09-15 00:00:00,"4,01"
1601,2010-09-16 00:00:00,"4,01"
1600,2010-09-17 00:00:00,"4,01"
1599,2010-09-20 00:00:00,"4,00"
1598,2010-09-21 00:00:00,"4,01"
1597,2010-09-22 00:00:00,"4,01"
1596,2010-09-23 00:00:00,"4,03"
1595,2010-09-24 00:00:00,"4,03"
1594,2010-09-27 00:00:00,"4,02"
1593,2010-09-28 00:00:00,"4,02"
1592,2010-09-29 00:00:00,"4,03"
1591,2010-09-30 00:00:00,"4,03"
1590,2010-10-01 00:00:00,"4,03"
1589,2010-10-04 00:00:00,"4,02"
1588,2010-10-05 00:00:00,"4,01"
1587,2010-10-06 00:00:00,"4,01"
1586,2010-10-07 00:00:00,"4,01"
1585,2010-10-08 00:00:00,"4,00"
1584,2010-10-11 00:00:00,"4,00"
1583,2010-10-12 00:00:00,"4,00"
1582,2010-10-13 00:00:00,"4,01"
1581,2010-10-14 00:00:00,"4,02"
1580,2010-10-15 00:00:00,"4,02"
1579,2010-10-18 00:00:00,"4,02"
1578,2010-10-19 00:00:00,"4,03"
1577,2010-10-20 00:00:00,"4,04"
1576,2010-10-21 00:00:00,"4,04"
1575,2010-10-22 00:00:00,"4,04"
1574,2010-10-25 00:00:00,"4,04"
1573,2010-10-26 00:00:00,"4,03"
1572,2010-10-28 00:00:00,"4,04"
1571,2010-10-29 00:00:00,"4,03"
1570,2010-11-01 00:00:00,"4,03"
1569,2010-11-02 00:00:00,"4,04"
1568,2010-11-03 00:00:00,"4,03"
1567,2010-11-04 00:00:00,"4,03"
1566,2010-11-05 00:00:00,"4,02"
1565,2010-11-08 00:00:00,"4,01"
1564,2010-11-09 00:00:00,"4,01"
1563,2010-11-10 00:00:00,"4,02"
1562,2010-11-11 00:00:00,"4,04"
1561,2010-11-12 00:00:00,"4,03"
1560,2010-11-15 00:00:00,"4,02"
1559,2010-11-16 00:00:00,"4,04"
1558,2010-11-17 00:00:00,"4,05"
1557,2010-11-18 00:00:00,"4,05"
1556,2010-11-19 00:00:00,"4,05"
1555,2010-11-23 00:00:00,"4,05"
1554,2010-11-24 00:00:00,"4,06"
1553,2010-11-25 00:00:00,"4,07"
1552,2010-11-26 00:00:00,"4,06"
1551,2010-11-29 00:00:00,"4,06"
1550,2010-11-30 00:00:00,"4,06"
1549,2010-12-01 00:00:00,"4,06"
1548,2010-12-02 00:00:00,"4,07"
1547,2010-12-03 00:00:00,"4,06"
1546,2010-12-06 00:00:00,"4,04"
1545,2010-12-07 00:00:00,"4,04"
1544,2010-12-09 00:00:00,"4,03"
1543,2010-12-10 00:00:00,"4,04"
1542,2010-12-13 00:00:00,"4,04"
1541,2010-12-14 00:00:00,"4,05"
1540,2010-12-15 00:00:00,"4,06"
1539,2010-12-16 00:00:00,"4,06"
1538,2010-12-17 00:00:00,"4,07"
1537,2010-12-20 00:00:00,"4,06"
1536,2010-12-21 00:00:00,"4,07"
1535,2010-12-22 00:00:00,"4,07"
1534,2010-12-23 00:00:00,"4,08"
1533,2010-12-27 00:00:00,"4,09"
1532,2010-12-28 00:00:00,"4,11"
1531,2010-12-29 00:00:00,"4,11"
1530,2010-12-30 00:00:00,"4,11"
3799,2011-01-03 00:00:00,"4,11"
3798,2011-01-04 00:00:00,"4,12"
3797,2011-01-05 00:00:00,"4,13"
3796,2011-01-06 00:00:00,"4,13"
3795,2011-01-07 00:00:00,"4,12"
3794,2011-01-10 00:00:00,"4,11"
3793,2011-01-11 00:00:00,"4,13"
3792,2011-01-12 00:00:00,"4,13"
3791,2011-01-13 00:00:00,"4,13"
3790,2011-01-14 00:00:00,"4,13"
3789,2011-01-17 00:00:00,"4,13"
3788,2011-01-18 00:00:00,"4,14"
3787,2011-01-19 00:00:00,"4,14"
3786,2011-01-20 00:00:00,"4,15"
3785,2011-01-21 00:00:00,"4,14"
3784,2011-01-24 00:00:00,"4,14"
3783,2011-01-25 00:00:00,"4,14"
3782,2011-01-26 00:00:00,"4,14"
3781,2011-01-27 00:00:00,"4,15"
3780,2011-01-28 00:00:00,"4,15"
3779,2011-01-31 00:00:00,"4,13"
3778,2011-02-01 00:00:00,"4,13"
3777,2011-02-02 00:00:00,"4,12"
3776,2011-02-03 00:00:00,"4,11"
3775,2011-02-04 00:00:00,"4,12"
3774,2011-02-07 00:00:00,"4,12"
3773,2011-02-08 00:00:00,"4,13"
3772,2011-02-09 00:00:00,"4,13"
3771,2011-02-10 00:00:00,"4,13"
3770,2011-02-11 00:00:00,"4,14"
3769,2011-02-14 00:00:00,"4,14"
3768,2011-02-15 00:00:00,"4,15"
3767,2011-02-16 00:00:00,"4,17"
3766,2011-02-17 00:00:00,"4,18"
3765,2011-02-18 00:00:00,"4,18"
3764,2011-02-21 00:00:00,"4,16"
3763,2011-02-22 00:00:00,"4,16"
3762,2011-02-23 00:00:00,"4,16"
3761,2011-02-24 00:00:00,"4,17"
3760,2011-02-25 00:00:00,"4,16"
3759,2011-02-28 00:00:00,"4,15"
3758,2011-03-01 00:00:00,"4,15"
3757,2011-03-02 00:00:00,"4,14"
3756,2011-03-03 00:00:00,"4,14"
3755,2011-03-04 00:00:00,"4,13"
3754,2011-03-09 00:00:00,"4,11"
3753,2011-03-10 00:00:00,"4,11"
3752,2011-03-11 00:00:00,"4,14"
3751,2011-03-14 00:00:00,"4,14"
3750,2011-03-15 00:00:00,"4,16"
3749,2011-03-16 00:00:00,"4,16"
3748,2011-03-17 00:00:00,"4,16"
3747,2011-03-18 00:00:00,"4,15"
3746,2011-03-21 00:00:00,"4,16"
3745,2011-03-22 00:00:00,"4,15"
3744,2011-03-23 00:00:00,"4,16"
3743,2011-03-28 00:00:00,"4,16"
3742,2011-03-29 00:00:00,"4,16"
3741,2011-03-30 00:00:00,"4,16"
3740,2011-03-31 00:00:00,"4,15"
3739,2011-04-01 00:00:00,"4,15"
3738,2011-04-04 00:00:00,"4,15"
3737,2011-04-05 00:00:00,"4,15"
3736,2011-04-06 00:00:00,"4,16"
3735,2011-04-07 00:00:00,"4,16"
3734,2011-04-08 00:00:00,"4,16"
3733,2011-04-11 00:00:00,"4,16"
3732,2011-04-12 00:00:00,"4,17"
3731,2011-04-13 00:00:00,"4,18"
3730,2011-04-14 00:00:00,"4,20"
3729,2011-04-15 00:00:00,"4,20"
3728,2011-04-18 00:00:00,"4,20"
3727,2011-04-19 00:00:00,"4,21"
3726,2011-04-20 00:00:00,"4,22"
3725,2011-04-25 00:00:00,"4,24"
3724,2011-04-26 00:00:00,"4,27"
3723,2011-04-27 00:00:00,"4,28"
3722,2011-04-28 00:00:00,"4,32"
3721,2011-04-29 00:00:00,"4,30"
3720,2011-05-02 00:00:00,"4,26"
3719,2011-05-03 00:00:00,"4,28"
3718,2011-05-04 00:00:00,"4,27"
3717,2011-05-05 00:00:00,"4,27"
3716,2011-05-06 00:00:00,"4,27"
3715,2011-05-09 00:00:00,"4,27"
3714,2011-05-10 00:00:00,"4,27"
3713,2011-05-11 00:00:00,"4,28"
3712,2011-05-12 00:00:00,"4,28"
3711,2011-05-13 00:00:00,"4,29"
3710,2011-05-16 00:00:00,"4,29"
3709,2011-05-17 00:00:00,"4,31"
3708,2011-05-18 00:00:00,"4,32"
3707,2011-05-19 00:00:00,"4,33"
3706,2011-05-20 00:00:00,"4,33"
3705,2011-05-23 00:00:00,"4,34"
3704,2011-05-24 00:00:00,"4,35"
3703,2011-05-26 00:00:00,"4,34"
3702,2011-05-27 00:00:00,"4,34"
3701,2011-05-30 00:00:00,"4,32"
3700,2011-05-31 00:00:00,"4,29"
3699,2011-06-01 00:00:00,"4,30"
3698,2011-06-02 00:00:00,"4,29"
3697,2011-06-03 00:00:00,"4,28"
3696,2011-06-06 00:00:00,"4,27"
3695,2011-06-07 00:00:00,"4,26"
3694,2011-06-08 00:00:00,"4,27"
3693,2011-06-09 00:00:00,"4,26"
3692,2011-06-10 00:00:00,"4,26"
3691,2011-06-13 00:00:00,"4,26"
3690,2011-06-14 00:00:00,"4,29"
3689,2011-06-15 00:00:00,"4,30"
3688,2011-06-16 00:00:00,"4,31"
3687,2011-06-17 00:00:00,"4,30"
3686,2011-06-21 00:00:00,"4,29"
3685,2011-06-22 00:00:00,"4,29"
3684,2011-06-23 00:00:00,"4,30"
3683,2011-06-24 00:00:00,"4,30"
3682,2011-06-27 00:00:00,"4,29"
3681,2011-06-28 00:00:00,"4,29"
3680,2011-06-29 00:00:00,"4,29"
3679,2011-06-30 00:00:00,"4,27"
3678,2011-07-01 00:00:00,"4,27"
3677,2011-07-04 00:00:00,"4,27"
3676,2011-07-05 00:00:00,"4,26"
3675,2011-07-06 00:00:00,"4,27"
3674,2011-07-07 00:00:00,"4,26"
3673,2011-07-08 00:00:00,"4,26"
3672,2011-07-11 00:00:00,"4,26"
3671,2011-07-12 00:00:00,"4,27"
3670,2011-07-13 00:00:00,"4,28"
3669,2011-07-14 00:00:00,"4,28"
3668,2011-07-15 00:00:00,"4,29"
3667,2011-07-18 00:00:00,"4,29"
3666,2011-07-19 00:00:00,"4,31"
3665,2011-07-20 00:00:00,"4,31"
3664,2011-07-21 00:00:00,"4,31"
3663,2011-07-22 00:00:00,"4,32"
3662,2011-07-25 00:00:00,"4,32"
3661,2011-07-26 00:00:00,"4,34"
3660,2011-07-27 00:00:00,"4,35"
3659,2011-07-28 00:00:00,"4,34"
3658,2011-07-29 00:00:00,"4,34"
3657,2011-08-01 00:00:00,"4,32"
3656,2011-08-02 00:00:00,"4,32"
3655,2011-08-03 00:00:00,"4,32"
3654,2011-08-04 00:00:00,"4,32"
3653,2011-08-05 00:00:00,"4,32"
3652,2011-08-08 00:00:00,"4,30"
3651,2011-08-09 00:00:00,"4,34"
3650,2011-08-10 00:00:00,"4,35"
3649,2011-08-11 00:00:00,"4,34"
3648,2011-08-12 00:00:00,"4,35"
3647,2011-08-15 00:00:00,"4,33"
3646,2011-08-16 00:00:00,"4,35"
3645,2011-08-17 00:00:00,"4,36"
3644,2011-08-18 00:00:00,"4,37"
3643,2011-08-19 00:00:00,"4,37"
3642,2011-08-23 00:00:00,"4,37"
3641,2011-08-24 00:00:00,"4,39"
3640,2011-08-25 00:00:00,"4,42"
3639,2011-08-26 00:00:00,"4,44"
3638,2011-08-29 00:00:00,"4,44"
3637,2011-08-30 00:00:00,"4,44"
3636,2011-08-31 00:00:00,"4,43"
3635,2011-09-01 00:00:00,"4,41"
3634,2011-09-02 00:00:00,"4,43"
3633,2011-09-05 00:00:00,"4,42"
3632,2011-09-06 00:00:00,"4,42"
3631,2011-09-07 00:00:00,"4,43"
3630,2011-09-08 00:00:00,"4,43"
3629,2011-09-09 00:00:00,"4,43"
3628,2011-09-12 00:00:00,"4,43"
3627,2011-09-13 00:00:00,"4,43"
3626,2011-09-14 00:00:00,"4,43"
3625,2011-09-15 00:00:00,"4,44"
3624,2011-09-16 00:00:00,"4,44"
3623,2011-09-19 00:00:00,"4,44"
3622,2011-09-20 00:00:00,"4,44"
3621,2011-09-21 00:00:00,"4,44"
3620,2011-09-22 00:00:00,"4,45"
3619,2011-09-23 00:00:00,"4,48"
3618,2011-09-26 00:00:00,"4,47"
3617,2011-09-27 00:00:00,"4,45"
3616,2011-09-28 00:00:00,"4,45"
3615,2011-09-29 00:00:00,"4,43"
3614,2011-09-30 00:00:00,"4,43"
3613,2011-10-03 00:00:00,"4,42"
3612,2011-10-04 00:00:00,"4,44"
3611,2011-10-05 00:00:00,"4,43"
3610,2011-10-06 00:00:00,"4,40"
3609,2011-10-07 00:00:00,"4,39"
3608,2011-10-11 00:00:00,"4,39"
3607,2011-10-12 00:00:00,"4,38"
3606,2011-10-13 00:00:00,"4,42"
3605,2011-10-14 00:00:00,"4,43"
3604,2011-10-17 00:00:00,"4,41"
3603,2011-10-18 00:00:00,"4,42"
3602,2011-10-19 00:00:00,"4,45"
3601,2011-10-20 00:00:00,"4,46"
3600,2011-10-21 00:00:00,"4,47"
3599,2011-10-24 00:00:00,"4,46"
3598,2011-10-25 00:00:00,"4,46"
3597,2011-10-26 00:00:00,"4,47"
3596,2011-10-27 00:00:00,"4,49"
3595,2011-10-28 00:00:00,"4,48"
3594,2011-10-31 00:00:00,"4,48"
3593,2011-11-01 00:00:00,"4,61"
3592,2011-11-02 00:00:00,"4,68"
3591,2011-11-03 00:00:00,"4,67"
3590,2011-11-04 00:00:00,"4,67"
3589,2011-11-07 00:00:00,"4,67"
3588,2011-11-08 00:00:00,"4,74"
3587,2011-11-09 00:00:00,"4,86"
3586,2011-11-10 00:00:00,"4,98"
3585,2011-11-11 00:00:00,"4,97"
3584,2011-11-14 00:00:00,"4,78"
3583,2011-11-15 00:00:00,"4,78"
3582,2011-11-16 00:00:00,"4,78"
3581,2011-11-17 00:00:00,"4,78"
3580,2011-11-18 00:00:00,"4,78"
3579,2011-11-21 00:00:00,"4,78"
3578,2011-11-22 00:00:00,"4,78"
3577,2011-11-23 00:00:00,"4,78"
3576,2011-11-24 00:00:00,"4,78"
3575,2011-11-25 00:00:00,"4,78"
3574,2011-11-29 00:00:00,"4,78"
3573,2011-11-30 00:00:00,"4,78"
3572,2011-12-01 00:00:00,"4,78"
3571,2011-12-02 00:00:00,"4,78"
3570,2011-12-05 00:00:00,"4,78"
3569,2011-12-06 00:00:00,"4,78"
3568,2011-12-07 00:00:00,"4,78"
3567,2011-12-12 00:00:00,"4,78"
3566,2011-12-13 00:00:00,"4,78"
3565,2011-12-14 00:00:00,"4,60"
3564,2011-12-15 00:00:00,"4,61"
3563,2011-12-16 00:00:00,"4,61"
3562,2011-12-19 00:00:00,"4,63"
3561,2011-12-20 00:00:00,"4,62"
3560,2011-12-21 00:00:00,"4,62"
3559,2011-12-22 00:00:00,"4,64"
3558,2011-12-23 00:00:00,"4,66"
3557,2011-12-27 00:00:00,"4,70"
3556,2011-12-28 00:00:00,"4,74"
3555,2011-12-29 00:00:00,"4,73"
3554,2012-01-03 00:00:00,"4,74"
3553,2012-01-04 00:00:00,"4,78"
3552,2012-01-05 00:00:00,"4,79"
3551,2012-01-06 00:00:00,"4,78"
3550,2012-01-09 00:00:00,"4,79"
3549,2012-01-10 00:00:00,"4,79"
3548,2012-01-11 00:00:00,"4,79"
3547,2012-01-12 00:00:00,"4,79"
3546,2012-01-13 00:00:00,"4,80"
3545,2012-01-16 00:00:00,"4,80"
