,Fecha, Dólar Blue 
3544,2012-01-17 00:00:00,"4,80"
3543,2012-01-18 00:00:00,"4,82"
3542,2012-01-19 00:00:00,"4,83"
3541,2012-01-20 00:00:00,"4,83"
3540,2012-01-23 00:00:00,"4,83"
3539,2012-01-24 00:00:00,"4,83"
3538,2012-01-25 00:00:00,"4,83"
3537,2012-01-26 00:00:00,"4,84"
3536,2012-01-27 00:00:00,"4,83"
3535,2012-01-30 00:00:00,"4,80"
3534,2012-01-31 00:00:00,"4,79"
3533,2012-02-01 00:00:00,"4,77"
3532,2012-02-02 00:00:00,"4,77"
3531,2012-02-03 00:00:00,"4,77"
3530,2012-02-06 00:00:00,"4,76"
3529,2012-02-07 00:00:00,"4,72"
3528,2012-02-08 00:00:00,"4,72"
3527,2012-02-09 00:00:00,"4,75"
3526,2012-02-10 00:00:00,"4,75"
3525,2012-02-13 00:00:00,"4,74"
3524,2012-02-14 00:00:00,"4,73"
3523,2012-02-15 00:00:00,"4,75"
3522,2012-02-16 00:00:00,"4,73"
3521,2012-02-17 00:00:00,"4,75"
3520,2012-02-22 00:00:00,"4,74"
3519,2012-02-23 00:00:00,"4,72"
3518,2012-02-24 00:00:00,"4,72"
3517,2012-02-28 00:00:00,"4,72"
3516,2012-02-29 00:00:00,"4,71"
3515,2012-03-01 00:00:00,"4,70"
3514,2012-03-02 00:00:00,"4,69"
3513,2012-03-05 00:00:00,"4,68"
3512,2012-03-06 00:00:00,"4,68"
3511,2012-03-07 00:00:00,"4,71"
3510,2012-03-08 00:00:00,"4,71"
3509,2012-03-09 00:00:00,"4,71"
3508,2012-03-12 00:00:00,"4,71"
3507,2012-03-13 00:00:00,"4,71"
3506,2012-03-14 00:00:00,"4,74"
3505,2012-03-15 00:00:00,"4,78"
3504,2012-03-16 00:00:00,"4,81"
3503,2012-03-19 00:00:00,"4,79"
3502,2012-03-20 00:00:00,"4,81"
3501,2012-03-21 00:00:00,"4,85"
3500,2012-03-22 00:00:00,"4,87"
3499,2012-03-23 00:00:00,"4,88"
3498,2012-03-26 00:00:00,"4,90"
3497,2012-03-27 00:00:00,"4,92"
3496,2012-03-28 00:00:00,"4,92"
3495,2012-03-29 00:00:00,"4,94"
3494,2012-03-30 00:00:00,"4,92"
3493,2012-04-03 00:00:00,"4,88"
3492,2012-04-04 00:00:00,"4,90"
3491,2012-04-09 00:00:00,"4,88"
3490,2012-04-10 00:00:00,"4,88"
3489,2012-04-11 00:00:00,"4,88"
3488,2012-04-12 00:00:00,"4,91"
3487,2012-04-13 00:00:00,"4,92"
3486,2012-04-16 00:00:00,"4,95"
3485,2012-04-17 00:00:00,"5,00"
3484,2012-04-18 00:00:00,"5,01"
3483,2012-04-19 00:00:00,"5,01"
3482,2012-04-20 00:00:00,"5,01"
3481,2012-04-23 00:00:00,"5,04"
3480,2012-04-24 00:00:00,"5,12"
3479,2012-04-25 00:00:00,"5,13"
3478,2012-04-26 00:00:00,"5,09"
3477,2012-04-27 00:00:00,"5,08"
3476,2012-05-02 00:00:00,"5,07"
3475,2012-05-03 00:00:00,"5,04"
3474,2012-05-04 00:00:00,"5,03"
3473,2012-05-07 00:00:00,"5,04"
3472,2012-05-08 00:00:00,"5,05"
3471,2012-05-09 00:00:00,"5,07"
3470,2012-05-10 00:00:00,"5,09"
3469,2012-05-11 00:00:00,"5,17"
3468,2012-05-14 00:00:00,"5,27"
3467,2012-05-15 00:00:00,"5,54"
3466,2012-05-16 00:00:00,"5,47"
3465,2012-05-17 00:00:00,"5,57"
3464,2012-05-18 00:00:00,"5,62"
3463,2012-05-21 00:00:00,"5,71"
3462,2012-05-22 00:00:00,"5,92"
3461,2012-05-23 00:00:00,"6,13"
3460,2012-05-24 00:00:00,"5,92"
3459,2012-05-28 00:00:00,"5,87"
3458,2012-05-29 00:00:00,"5,89"
3457,2012-05-30 00:00:00,"5,89"
3456,2012-05-31 00:00:00,"5,91"
3455,2012-06-01 00:00:00,"5,94"
3454,2012-06-04 00:00:00,"5,94"
3453,2012-06-05 00:00:00,"5,94"
3452,2012-06-06 00:00:00,"5,94"
3451,2012-06-07 00:00:00,"5,94"
3450,2012-06-08 00:00:00,"5,94"
3449,2012-06-11 00:00:00,"5,94"
3448,2012-06-12 00:00:00,"5,89"
3447,2012-06-13 00:00:00,"5,89"
3446,2012-06-14 00:00:00,"5,91"
3445,2012-06-15 00:00:00,"5,91"
3444,2012-06-18 00:00:00,"5,90"
3443,2012-06-19 00:00:00,"5,92"
3442,2012-06-21 00:00:00,"5,97"
3441,2012-06-22 00:00:00,"5,97"
3440,2012-06-25 00:00:00,"5,96"
3439,2012-06-26 00:00:00,"5,93"
3438,2012-06-27 00:00:00,"5,94"
3437,2012-06-28 00:00:00,"5,97"
3436,2012-06-29 00:00:00,"5,94"
3435,2012-07-02 00:00:00,"5,95"
3434,2012-07-03 00:00:00,"5,95"
3433,2012-07-04 00:00:00,"5,95"
3432,2012-07-05 00:00:00,"5,95"
3431,2012-07-06 00:00:00,"5,95"
3430,2012-07-10 00:00:00,"5,96"
3429,2012-07-11 00:00:00,"5,99"
3428,2012-07-12 00:00:00,"6,09"
3427,2012-07-13 00:00:00,"6,15"
3426,2012-07-16 00:00:00,"6,29"
3425,2012-07-17 00:00:00,"6,57"
3424,2012-07-18 00:00:00,"6,72"
3423,2012-07-19 00:00:00,"6,58"
3422,2012-07-20 00:00:00,"6,43"
3421,2012-07-23 00:00:00,"6,39"
3420,2012-07-24 00:00:00,"6,41"
3419,2012-07-25 00:00:00,"6,43"
3418,2012-07-26 00:00:00,"6,40"
3417,2012-07-27 00:00:00,"6,43"
3416,2012-07-30 00:00:00,"6,36"
3415,2012-07-31 00:00:00,"6,30"
3414,2012-08-01 00:00:00,"6,25"
3413,2012-08-02 00:00:00,"6,20"
3412,2012-08-03 00:00:00,"6,19"
3411,2012-08-06 00:00:00,"6,20"
3410,2012-08-07 00:00:00,"6,25"
3409,2012-08-08 00:00:00,"6,25"
3408,2012-08-09 00:00:00,"6,25"
3407,2012-08-10 00:00:00,"6,25"
3406,2012-08-13 00:00:00,"6,27"
3405,2012-08-14 00:00:00,"6,29"
3404,2012-08-15 00:00:00,"6,30"
3403,2012-08-16 00:00:00,"6,31"
3402,2012-08-17 00:00:00,"6,31"
3401,2012-08-21 00:00:00,"6,33"
3400,2012-08-22 00:00:00,"6,38"
3399,2012-08-23 00:00:00,"6,40"
3398,2012-08-24 00:00:00,"6,39"
3397,2012-08-27 00:00:00,"6,37"
3396,2012-08-28 00:00:00,"6,35"
3395,2012-08-29 00:00:00,"6,36"
3394,2012-08-30 00:00:00,"6,36"
3393,2012-08-31 00:00:00,"6,36"
3392,2012-09-03 00:00:00,"6,33"
3391,2012-09-04 00:00:00,"6,34"
3390,2012-09-05 00:00:00,"6,34"
3389,2012-09-06 00:00:00,"6,33"
3388,2012-09-07 00:00:00,"6,32"
3387,2012-09-10 00:00:00,"6,32"
3386,2012-09-11 00:00:00,"6,29"
3385,2012-09-12 00:00:00,"6,31"
3384,2012-09-13 00:00:00,"6,29"
3383,2012-09-14 00:00:00,"6,30"
3382,2012-09-17 00:00:00,"6,29"
3381,2012-09-18 00:00:00,"6,30"
3380,2012-09-19 00:00:00,"6,30"
3379,2012-09-20 00:00:00,"6,31"
3378,2012-09-21 00:00:00,"6,31"
3377,2012-09-25 00:00:00,"6,31"
3376,2012-09-26 00:00:00,"6,28"
3375,2012-09-27 00:00:00,"6,29"
3374,2012-09-28 00:00:00,"6,29"
3373,2012-10-01 00:00:00,"6,25"
3372,2012-10-02 00:00:00,"6,25"
3371,2012-10-03 00:00:00,"6,24"
3370,2012-10-04 00:00:00,"6,18"
3369,2012-10-05 00:00:00,"6,17"
3368,2012-10-09 00:00:00,"6,19"
3367,2012-10-10 00:00:00,"6,20"
3366,2012-10-11 00:00:00,"6,20"
3365,2012-10-12 00:00:00,"6,19"
3364,2012-10-15 00:00:00,"6,19"
3363,2012-10-16 00:00:00,"6,21"
3362,2012-10-17 00:00:00,"6,32"
3361,2012-10-18 00:00:00,"6,31"
3360,2012-10-19 00:00:00,"6,30"
3359,2012-10-22 00:00:00,"6,27"
3358,2012-10-23 00:00:00,"6,31"
3357,2012-10-24 00:00:00,"6,36"
3356,2012-10-25 00:00:00,"6,36"
3355,2012-10-26 00:00:00,"6,37"
3354,2012-10-29 00:00:00,"6,34"
3353,2012-10-30 00:00:00,"6,35"
3352,2012-10-31 00:00:00,"6,33"
3351,2012-11-01 00:00:00,"6,33"
3350,2012-11-02 00:00:00,"6,32"
3349,2012-11-05 00:00:00,"6,33"
3348,2012-11-07 00:00:00,"6,29"
3347,2012-11-08 00:00:00,"6,32"
3346,2012-11-09 00:00:00,"6,32"
3345,2012-11-12 00:00:00,"6,31"
3344,2012-11-13 00:00:00,"6,31"
3343,2012-11-14 00:00:00,"6,34"
3342,2012-11-15 00:00:00,"6,34"
3341,2012-11-16 00:00:00,"6,39"
3340,2012-11-19 00:00:00,"6,35"
3339,2012-11-20 00:00:00,"6,35"
3338,2012-11-21 00:00:00,"6,37"
3337,2012-11-22 00:00:00,"6,40"
3336,2012-11-23 00:00:00,"6,45"
3335,2012-11-27 00:00:00,"6,44"
3334,2012-11-28 00:00:00,"6,46"
3333,2012-11-29 00:00:00,"6,43"
3332,2012-11-30 00:00:00,"6,43"
3331,2012-12-03 00:00:00,"6,43"
3330,2012-12-04 00:00:00,"6,43"
3329,2012-12-05 00:00:00,"6,43"
3328,2012-12-06 00:00:00,"6,43"
3327,2012-12-07 00:00:00,"6,46"
3326,2012-12-10 00:00:00,"6,44"
3325,2012-12-11 00:00:00,"6,43"
3324,2012-12-12 00:00:00,"6,47"
3323,2012-12-13 00:00:00,"6,51"
3322,2012-12-14 00:00:00,"6,52"
3321,2012-12-17 00:00:00,"6,51"
3320,2012-12-18 00:00:00,"6,52"
3319,2012-12-19 00:00:00,"6,54"
3318,2012-12-20 00:00:00,"6,62"
3317,2012-12-21 00:00:00,"6,60"
3316,2012-12-26 00:00:00,"6,63"
3315,2012-12-27 00:00:00,"6,77"
3314,2012-12-28 00:00:00,"6,79"
3313,2013-01-02 00:00:00,"6,90"
3312,2013-01-03 00:00:00,"7,06"
3311,2013-01-04 00:00:00,"7,03"
3310,2013-01-07 00:00:00,"7,03"
3309,2013-01-08 00:00:00,"7,04"
3308,2013-01-09 00:00:00,"7,11"
3307,2013-01-10 00:00:00,"7,23"
3306,2013-01-11 00:00:00,"7,19"
3305,2013-01-14 00:00:00,"7,24"
3304,2013-01-15 00:00:00,"7,35"
3303,2013-01-16 00:00:00,"7,48"
3302,2013-01-17 00:00:00,"7,50"
3301,2013-01-18 00:00:00,"7,47"
3300,2013-01-21 00:00:00,"7,43"
3299,2013-01-22 00:00:00,"7,42"
3298,2013-01-23 00:00:00,"7,51"
3297,2013-01-24 00:00:00,"7,55"
3296,2013-01-25 00:00:00,"7,61"
3295,2013-01-28 00:00:00,"7,65"
3294,2013-01-29 00:00:00,"7,79"
3293,2013-01-30 00:00:00,"7,90"
3292,2013-02-01 00:00:00,"7,91"
3291,2013-02-04 00:00:00,"7,71"
3290,2013-02-05 00:00:00,"7,57"
3289,2013-02-06 00:00:00,"7,69"
3288,2013-02-07 00:00:00,"7,67"
3287,2013-02-08 00:00:00,"7,66"
3286,2013-02-13 00:00:00,"7,64"
3285,2013-02-14 00:00:00,"7,65"
3284,2013-02-15 00:00:00,"7,70"
3283,2013-02-18 00:00:00,"7,69"
3282,2013-02-19 00:00:00,"7,80"
3281,2013-02-21 00:00:00,"7,82"
3280,2013-02-22 00:00:00,"7,79"
3279,2013-02-25 00:00:00,"7,77"
3278,2013-02-26 00:00:00,"7,81"
3277,2013-02-27 00:00:00,"7,81"
3276,2013-02-28 00:00:00,"7,83"
3275,2013-03-01 00:00:00,"7,83"
3274,2013-03-04 00:00:00,"7,81"
3273,2013-03-05 00:00:00,"7,81"
3272,2013-03-06 00:00:00,"7,82"
3271,2013-03-07 00:00:00,"7,81"
3270,2013-03-08 00:00:00,"7,82"
3269,2013-03-11 00:00:00,"7,81"
3268,2013-03-12 00:00:00,"7,83"
3267,2013-03-13 00:00:00,"7,91"
3266,2013-03-14 00:00:00,"7,98"
3265,2013-03-15 00:00:00,"8,04"
3264,2013-03-18 00:00:00,"8,07"
3263,2013-03-19 00:00:00,"8,26"
3262,2013-03-20 00:00:00,"8,72"
3261,2013-03-21 00:00:00,"8,43"
3260,2013-03-22 00:00:00,"8,45"
3259,2013-03-25 00:00:00,"8,25"
3258,2013-03-26 00:00:00,"8,28"
3257,2013-03-27 00:00:00,"8,41"
3256,2013-04-03 00:00:00,"8,28"
3255,2013-04-04 00:00:00,"8,31"
3254,2013-04-05 00:00:00,"8,38"
3253,2013-04-08 00:00:00,"8,32"
3252,2013-04-09 00:00:00,"8,36"
3251,2013-04-10 00:00:00,"8,38"
3250,2013-04-11 00:00:00,"8,43"
3249,2013-04-12 00:00:00,"8,42"
3248,2013-04-15 00:00:00,"8,41"
3247,2013-04-16 00:00:00,"8,51"
3246,2013-04-17 00:00:00,"8,68"
3245,2013-04-18 00:00:00,"8,64"
3244,2013-04-19 00:00:00,"8,62"
3243,2013-04-22 00:00:00,"8,65"
3242,2013-04-23 00:00:00,"8,84"
3241,2013-04-24 00:00:00,"8,93"
3240,2013-04-25 00:00:00,"9,18"
3239,2013-04-26 00:00:00,"9,32"
3238,2013-04-29 00:00:00,"9,29"
3237,2013-04-30 00:00:00,"9,38"
3236,2013-05-02 00:00:00,"9,62"
3235,2013-05-03 00:00:00,"9,86"
3234,2013-05-06 00:00:00,"9,85"
3233,2013-05-07 00:00:00,"10,06"
3232,2013-05-08 00:00:00,"10,43"
3231,2013-05-09 00:00:00,"10,00"
3230,2013-05-10 00:00:00,"10,00"
3229,2013-05-13 00:00:00,"10,00"
3228,2013-05-14 00:00:00,"9,18"
3227,2013-05-15 00:00:00,"9,03"
3226,2013-05-16 00:00:00,"8,93"
3225,2013-05-17 00:00:00,"8,93"
3224,2013-05-20 00:00:00,"8,88"
3223,2013-05-21 00:00:00,"8,55"
3222,2013-05-22 00:00:00,"8,41"
3221,2013-05-23 00:00:00,"8,78"
3220,2013-05-24 00:00:00,"8,93"
3219,2013-05-27 00:00:00,"8,91"
3218,2013-05-28 00:00:00,"8,86"
3217,2013-05-29 00:00:00,"8,86"
3216,2013-05-30 00:00:00,"8,84"
3215,2013-05-31 00:00:00,"8,78"
3214,2013-06-03 00:00:00,"8,57"
3213,2013-06-04 00:00:00,"8,47"
3212,2013-06-05 00:00:00,"8,53"
3211,2013-06-06 00:00:00,"8,54"
3210,2013-06-07 00:00:00,"8,54"
3209,2013-06-10 00:00:00,"8,54"
3208,2013-06-11 00:00:00,"8,54"
3207,2013-06-12 00:00:00,"8,54"
3206,2013-06-13 00:00:00,"8,54"
3205,2013-06-14 00:00:00,"8,54"
3204,2013-06-17 00:00:00,"8,54"
3203,2013-06-18 00:00:00,"8,54"
3202,2013-06-19 00:00:00,"8,54"
3201,2013-06-24 00:00:00,"8,03"
3200,2013-06-25 00:00:00,"8,11"
3199,2013-06-26 00:00:00,"8,11"
3198,2013-06-27 00:00:00,"8,11"
3197,2013-06-28 00:00:00,"8,11"
3196,2013-07-01 00:00:00,"7,96"
3195,2013-07-02 00:00:00,"7,90"
3194,2013-07-03 00:00:00,"7,93"
3193,2013-07-04 00:00:00,"7,93"
3192,2013-07-05 00:00:00,"7,95"
3191,2013-07-08 00:00:00,"7,96"
3190,2013-07-10 00:00:00,"8,06"
3189,2013-07-11 00:00:00,"8,18"
3188,2013-07-12 00:00:00,"8,32"
3187,2013-07-15 00:00:00,"8,55"
3186,2013-07-16 00:00:00,"8,72"
3185,2013-07-17 00:00:00,"8,82"
3184,2013-07-18 00:00:00,"8,82"
3183,2013-07-19 00:00:00,"8,82"
3182,2013-07-22 00:00:00,"8,82"
3181,2013-07-23 00:00:00,"8,56"
3180,2013-07-24 00:00:00,"8,63"
3179,2013-07-25 00:00:00,"8,64"
3178,2013-07-26 00:00:00,"8,64"
3177,2013-07-29 00:00:00,"8,64"
3176,2013-07-30 00:00:00,"8,61"
3175,2013-07-31 00:00:00,"8,62"
3174,2013-08-01 00:00:00,"8,72"
3173,2013-08-02 00:00:00,"8,74"
3172,2013-08-05 00:00:00,"8,70"
3171,2013-08-06 00:00:00,"8,71"
3170,2013-08-07 00:00:00,"8,82"
3169,2013-08-08 00:00:00,"8,95"
3168,2013-08-09 00:00:00,"8,80"
3167,2013-08-12 00:00:00,"8,72"
3166,2013-08-13 00:00:00,"8,77"
3165,2013-08-14 00:00:00,"8,92"
3164,2013-08-15 00:00:00,"8,93"
3163,2013-08-16 00:00:00,"8,93"
3162,2013-08-20 00:00:00,"8,95"
3161,2013-08-21 00:00:00,"9,02"
3160,2013-08-22 00:00:00,"9,13"
3159,2013-08-23 00:00:00,"9,17"
3158,2013-08-26 00:00:00,"9,26"
3157,2013-08-27 00:00:00,"9,50"
3156,2013-08-28 00:00:00,"9,47"
3155,2013-08-29 00:00:00,"9,47"
3154,2013-08-30 00:00:00,"9,28"
3153,2013-09-02 00:00:00,"9,22"
3152,2013-09-03 00:00:00,"9,22"
3151,2013-09-04 00:00:00,"9,22"
3150,2013-09-05 00:00:00,"9,25"
3149,2013-09-06 00:00:00,"9,23"
3148,2013-09-09 00:00:00,"9,22"
3147,2013-09-10 00:00:00,"9,19"
3146,2013-09-11 00:00:00,"9,22"
3145,2013-09-12 00:00:00,"9,25"
3144,2013-09-13 00:00:00,"9,28"
3143,2013-09-16 00:00:00,"9,29"
3142,2013-09-17 00:00:00,"9,31"
3141,2013-09-18 00:00:00,"9,36"
3140,2013-09-19 00:00:00,"9,38"
3139,2013-09-20 00:00:00,"9,39"
3138,2013-09-23 00:00:00,"9,40"
3137,2013-09-24 00:00:00,"9,44"
3136,2013-09-25 00:00:00,"9,54"
3135,2013-09-26 00:00:00,"9,53"
3134,2013-09-27 00:00:00,"9,52"
3133,2013-09-30 00:00:00,"9,46"
3132,2013-10-01 00:00:00,"9,51"
3131,2013-10-02 00:00:00,"9,55"
3130,2013-10-03 00:00:00,"9,57"
3129,2013-10-04 00:00:00,"9,53"
3128,2013-10-07 00:00:00,"9,54"
3127,2013-10-08 00:00:00,"9,62"
3126,2013-10-09 00:00:00,"9,71"
3125,2013-10-10 00:00:00,"9,77"
3124,2013-10-11 00:00:00,"9,71"
3123,2013-10-15 00:00:00,"9,59"
3122,2013-10-16 00:00:00,"9,75"
3121,2013-10-17 00:00:00,"9,83"
3120,2013-10-18 00:00:00,"9,86"
3119,2013-10-21 00:00:00,"9,88"
3118,2013-10-22 00:00:00,"10,05"
3117,2013-10-23 00:00:00,"10,08"
3116,2013-10-24 00:00:00,"10,08"
3115,2013-10-25 00:00:00,"10,08"
3114,2013-10-28 00:00:00,"9,72"
3113,2013-10-29 00:00:00,"9,89"
3112,2013-10-30 00:00:00,"9,91"
3111,2013-10-31 00:00:00,"9,90"
3110,2013-11-01 00:00:00,"9,91"
3109,2013-11-04 00:00:00,"9,86"
3108,2013-11-05 00:00:00,"9,81"
3107,2013-11-06 00:00:00,"9,81"
3106,2013-11-07 00:00:00,"9,77"
3105,2013-11-08 00:00:00,"9,78"
3104,2013-11-11 00:00:00,"9,77"
3103,2013-11-12 00:00:00,"9,78"
3102,2013-11-13 00:00:00,"9,88"
3101,2013-11-14 00:00:00,"9,97"
3100,2013-11-15 00:00:00,"9,92"
3099,2013-11-18 00:00:00,"9,85"
3098,2013-11-19 00:00:00,"9,90"
3097,2013-11-20 00:00:00,"9,91"
3096,2013-11-21 00:00:00,"9,93"
3095,2013-11-22 00:00:00,"9,91"
3094,2013-11-26 00:00:00,"9,79"
3093,2013-11-27 00:00:00,"9,71"
3092,2013-11-28 00:00:00,"9,68"
3091,2013-11-29 00:00:00,"9,55"
3090,2013-12-02 00:00:00,"9,20"
3089,2013-12-03 00:00:00,"9,28"
3088,2013-12-04 00:00:00,"9,59"
3087,2013-12-05 00:00:00,"9,66"
3086,2013-12-06 00:00:00,"9,47"
3085,2013-12-09 00:00:00,"9,48"
3084,2013-12-10 00:00:00,"9,53"
3083,2013-12-11 00:00:00,"9,52"
3082,2013-12-12 00:00:00,"9,53"
3081,2013-12-13 00:00:00,"9,58"
3080,2013-12-16 00:00:00,"9,68"
3079,2013-12-17 00:00:00,"9,73"
3078,2013-12-18 00:00:00,"9,79"
3077,2013-12-19 00:00:00,"9,68"
3076,2013-12-20 00:00:00,"9,63"
3075,2013-12-23 00:00:00,"9,68"
3074,2013-12-26 00:00:00,"9,94"
3073,2013-12-27 00:00:00,"9,97"
3072,2013-12-30 00:00:00,"10,02"
3071,2014-01-02 00:00:00,"10,17"
3070,2014-01-03 00:00:00,"10,27"
3069,2014-01-06 00:00:00,"10,48"
3068,2014-01-07 00:00:00,"10,91"
3067,2014-01-08 00:00:00,"10,75"
3066,2014-01-09 00:00:00,"10,78"
3065,2014-01-10 00:00:00,"10,79"
3064,2014-01-13 00:00:00,"10,78"
3063,2014-01-14 00:00:00,"10,93"
3062,2014-01-15 00:00:00,"11,22"
3061,2014-01-16 00:00:00,"11,53"
3060,2014-01-17 00:00:00,"11,93"
3059,2014-01-20 00:00:00,"11,62"
3058,2014-01-21 00:00:00,"11,82"
3057,2014-01-22 00:00:00,"12,10"
3056,2014-01-23 00:00:00,"13,05"
3055,2014-01-24 00:00:00,"11,62"
3054,2014-01-27 00:00:00,"12,10"
3053,2014-01-28 00:00:00,"12,50"
3052,2014-01-29 00:00:00,"12,90"
3051,2014-01-30 00:00:00,"12,60"
3050,2014-01-31 00:00:00,"12,60"
3049,2014-02-03 00:00:00,"12,50"
3048,2014-02-04 00:00:00,"12,53"
3047,2014-02-05 00:00:00,"12,53"
3046,2014-02-06 00:00:00,"12,41"
3045,2014-02-07 00:00:00,"12,15"
3044,2014-02-10 00:00:00,"11,60"
3043,2014-02-11 00:00:00,"11,65"
3042,2014-02-12 00:00:00,"12,12"
3041,2014-02-13 00:00:00,"11,90"
3040,2014-02-14 00:00:00,"11,85"
3039,2014-02-17 00:00:00,"11,75"
3038,2014-02-18 00:00:00,"11,78"
3037,2014-02-19 00:00:00,"11,78"
3036,2014-02-20 00:00:00,"11,80"
3035,2014-02-21 00:00:00,"11,78"
3034,2014-02-24 00:00:00,"11,68"
3033,2014-02-25 00:00:00,"11,64"
3032,2014-02-26 00:00:00,"11,53"
3031,2014-02-27 00:00:00,"11,43"
3030,2014-02-28 00:00:00,"11,22"
3029,2014-03-05 00:00:00,"10,50"
3028,2014-03-06 00:00:00,"10,97"
3027,2014-03-07 00:00:00,"11,00"
3026,2014-03-10 00:00:00,"10,90"
3025,2014-03-11 00:00:00,"10,82"
3024,2014-03-12 00:00:00,"10,85"
3023,2014-03-13 00:00:00,"10,97"
3022,2014-03-14 00:00:00,"10,93"
3021,2014-03-17 00:00:00,"10,88"
3020,2014-03-18 00:00:00,"10,90"
3019,2014-03-19 00:00:00,"10,90"
3018,2014-03-20 00:00:00,"10,93"
3017,2014-03-21 00:00:00,"10,93"
3016,2014-03-25 00:00:00,"10,91"
3015,2014-03-26 00:00:00,"10,87"
3014,2014-03-27 00:00:00,"10,84"
3013,2014-03-28 00:00:00,"10,84"
3012,2014-03-31 00:00:00,"10,78"
3011,2014-04-01 00:00:00,"10,81"
3010,2014-04-03 00:00:00,"10,67"
3009,2014-04-04 00:00:00,"10,58"
3008,2014-04-07 00:00:00,"10,53"
3007,2014-04-08 00:00:00,"10,32"
3006,2014-04-09 00:00:00,"10,35"
3005,2014-04-10 00:00:00,"10,35"
3004,2014-04-11 00:00:00,"10,39"
3003,2014-04-14 00:00:00,"10,27"
3002,2014-04-15 00:00:00,"10,38"
3001,2014-04-16 00:00:00,"10,42"
3000,2014-04-21 00:00:00,"10,38"
2999,2014-04-22 00:00:00,"10,38"
2998,2014-04-23 00:00:00,"10,52"
2997,2014-04-24 00:00:00,"10,70"
2996,2014-04-25 00:00:00,"10,73"
2995,2014-04-28 00:00:00,"10,68"
2994,2014-04-29 00:00:00,"10,55"
2993,2014-04-30 00:00:00,"10,54"
2992,2014-05-05 00:00:00,"10,48"
2991,2014-05-06 00:00:00,"10,57"
2990,2014-05-07 00:00:00,"10,69"
2989,2014-05-08 00:00:00,"10,71"
2988,2014-05-09 00:00:00,"10,64"
2987,2014-05-12 00:00:00,"10,70"
2986,2014-05-13 00:00:00,"10,79"
2985,2014-05-14 00:00:00,"10,73"
2984,2014-05-15 00:00:00,"10,95"
2983,2014-05-16 00:00:00,"11,11"
2982,2014-05-19 00:00:00,"11,29"
2981,2014-05-20 00:00:00,"11,66"
2980,2014-05-21 00:00:00,"12,01"
2979,2014-05-22 00:00:00,"11,80"
2978,2014-05-23 00:00:00,"11,34"
2977,2014-05-26 00:00:00,"11,57"
2976,2014-05-27 00:00:00,"11,82"
2975,2014-05-28 00:00:00,"11,78"
2974,2014-05-29 00:00:00,"11,72"
2973,2014-05-30 00:00:00,"11,43"
2972,2014-06-02 00:00:00,"11,46"
2971,2014-06-03 00:00:00,"11,61"
2970,2014-06-04 00:00:00,"11,62"
2969,2014-06-05 00:00:00,"11,61"
2968,2014-06-06 00:00:00,"11,58"
2967,2014-06-09 00:00:00,"11,62"
2966,2014-06-10 00:00:00,"11,66"
2965,2014-06-11 00:00:00,"11,69"
2964,2014-06-12 00:00:00,"11,79"
2963,2014-06-13 00:00:00,"11,71"
2962,2014-06-16 00:00:00,"11,95"
2961,2014-06-17 00:00:00,"12,22"
2960,2014-06-18 00:00:00,"12,25"
2959,2014-06-19 00:00:00,"12,43"
2958,2014-06-23 00:00:00,"11,85"
2957,2014-06-24 00:00:00,"12,07"
2956,2014-06-25 00:00:00,"12,12"
2955,2014-06-26 00:00:00,"12,12"
2954,2014-06-27 00:00:00,"12,16"
2953,2014-06-30 00:00:00,"12,12"
2952,2014-07-01 00:00:00,"12,12"
2951,2014-07-02 00:00:00,"12,03"
2950,2014-07-03 00:00:00,"12,03"
2949,2014-07-04 00:00:00,"12,05"
2948,2014-07-07 00:00:00,"11,97"
2947,2014-07-08 00:00:00,"12,07"
2946,2014-07-10 00:00:00,"11,97"
2945,2014-07-11 00:00:00,"11,96"
2944,2014-07-14 00:00:00,"12,03"
2943,2014-07-15 00:00:00,"12,18"
2942,2014-07-16 00:00:00,"12,22"
2941,2014-07-17 00:00:00,"12,27"
2940,2014-07-18 00:00:00,"12,25"
2939,2014-07-21 00:00:00,"12,25"
2938,2014-07-22 00:00:00,"12,43"
2937,2014-07-23 00:00:00,"12,68"
2936,2014-07-24 00:00:00,"12,53"
2935,2014-07-25 00:00:00,"12,68"
2934,2014-07-28 00:00:00,"12,97"
2933,2014-07-29 00:00:00,"12,78"
2932,2014-07-30 00:00:00,"12,36"
2931,2014-07-31 00:00:00,"12,68"
2930,2014-08-01 00:00:00,"12,75"
2929,2014-08-04 00:00:00,"12,70"
2928,2014-08-05 00:00:00,"12,75"
2927,2014-08-06 00:00:00,"12,78"
2926,2014-08-07 00:00:00,"12,81"
2925,2014-08-08 00:00:00,"12,78"
2924,2014-08-11 00:00:00,"12,78"
2923,2014-08-12 00:00:00,"12,93"
2922,2014-08-13 00:00:00,"13,12"
2921,2014-08-14 00:00:00,"13,20"
2920,2014-08-15 00:00:00,"13,20"
2919,2014-08-19 00:00:00,"13,21"
2918,2014-08-20 00:00:00,"13,53"
2917,2014-08-21 00:00:00,"13,93"
2916,2014-08-22 00:00:00,"13,91"
2915,2014-08-25 00:00:00,"13,96"
2914,2014-08-26 00:00:00,"14,18"
2913,2014-08-27 00:00:00,"14,36"
2912,2014-08-28 00:00:00,"14,36"
2911,2014-08-29 00:00:00,"14,03"
2910,2014-09-01 00:00:00,"14,18"
